,year,site,nest,ring,mate_ring,chick1,chick2,chick3,field_sex_focal,mol_sex_focal,captured_focalyear_focal,field_sex_mate,mol_sex_mate,captured_focalyear_mate,comments_field,comments_stdfile,code,nest.id,year.cr,year.mr,first.res,last.res,first.cap.r,last.cap.r,fate,northing,easting,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,times.adult.not.seen,total.brood.res,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
35,2008,S,-42,CA2626,CA2625,CA2623,CA2624,NA,M,M,yes,F,F,yes,NA,NA,MX.RX|WX.YX,2008-S--42,2008,2008,07/11/2008,07/11/2008,15/10/2008,15/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,0,1,27/10/2008,27/10/2008,NA,NA,NA,27/10/2008,27/10/2008,NA,27/10/2008,15/10/2008,7.5,21.2,4.8,15/10/2008,8.5,21.9,5.6,NA,NA,NA,NA,21.9,15/10/2008,6.088888889,15/10/2008,13/09/2008,08/10/2008,13/09/2008,NA,15/10/2008,07/11/2008
36,2008,S,-44,CA1057,CA2629,CA2630,CA2631,NA,M,M,yes,F,F,yes,NA,NA,MX.RX|BX.LX,2008-S--44,2007,2007,NA,NA,16/10/2008,16/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/10/2008,8,20.5,6.7,16/10/2008,7.5,20.2,6.4,NA,NA,NA,NA,20.5,16/10/2008,2.977777778,16/10/2008,18/09/2008,13/10/2008,18/09/2008,NA,16/10/2008,16/10/2008
37,2008,S,-46,CA2633,NA,CA2634,CA2636,NA,M,M,yes,F,NA,no,NA,NA,MX.RX|YX.BX,2008-S--46,2008,2008,04/11/2008,21/12/2008,18/10/2008,18/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,0,4,19/10/2008,30/10/2008,NA,NA,NA,19/10/2008,30/10/2008,29/10/2008,30/10/2008,18/10/2008,7.1,19.3,6.4,18/10/2008,7.2,21.1,6.8,NA,NA,NA,NA,21.1,18/10/2008,4.311111111,18/10/2008,18/09/2008,13/10/2008,18/09/2008,NA,18/10/2008,21/12/2008
38,2008,S,-47,CA2643,CA2640,CA2637,CA2641,CA2644,M,M,yes,F,F,yes,NA,NA,MX.RX|YX.OX,2008-S--47,2008,2008,NA,NA,20/10/2008,20/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,1,5,24/10/2008,13/11/2008,NA,NA,NA,22/10/2008,13/11/2008,06/11/2008,13/11/2008,20/10/2008,9.5,21.6,7,20/10/2008,9.7,21.1,6.8,20/10/2008,9.2,21.2,7.3,21.6,20/10/2008,5.422222222,20/10/2008,19/09/2008,14/10/2008,19/09/2008,NA,20/10/2008,13/11/2008
39,2008,S,-49,CA2653,CA2655,CA2654,NA,NA,M,M,yes,F,F,yes,NA,NA,MX.OX|WX.BX,2008-S--49,2008,2008,NA,NA,28/10/2008,28/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/10/2008,9.2,21.6,7.4,NA,NA,NA,NA,NA,NA,NA,NA,21.6,28/10/2008,5.422222222,28/10/2008,27/09/2008,22/10/2008,27/09/2008,NA,28/10/2008,28/10/2008
40,2008,S,-5,CA1059,MX.RX|BX.OX,CA1081,NA,NA,M,NA,no,F,NA,no,NA,NA,MX.RX|BX.RX,2008-S--5,2007,2007,03/10/2008,04/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,26/09/2008,29/10/2008,18/10/2008,NA,NA,26/09/2008,29/10/2008,28/09/2008,30/09/2008,26/09/2008,7.9,20.5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,20.5,26/09/2008,2.977777778,26/09/2008,29/08/2008,23/09/2008,29/08/2008,NA,26/09/2008,04/11/2008
41,2008,S,-52,CA2666,CA2667,CA2668,CA2669,CA2670,M,M,yes,F,F,yes,NA,NA,MX.OX|WX.GX,2008-S--52,2008,2008,30/11/2008,30/11/2008,11/11/2008,11/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2008,8,20.4,6,11/11/2008,8.2,20.6,6,11/11/2008,7.4,18.7,5.55,20.6,11/11/2008,3.2,11/11/2008,13/10/2008,07/11/2008,13/10/2008,NA,11/11/2008,30/11/2008
42,2008,S,-7,CA1083,NA,CA1084,NA,NA,M,M,yes,F,NA,no,NA,NA,MX.OX|LX.LX,2008-S--7,2008,2008,06/10/2008,06/10/2008,27/09/2008,27/09/2008,NA,NA,NA,NA,NA,NA,NA,NA,0,2,27/09/2008,08/10/2008,08/10/2008,NA,NA,27/09/2008,08/10/2008,27/09/2008,08/10/2008,27/09/2008,8.6,23.4,8.95,NA,NA,NA,NA,NA,NA,NA,NA,23.4,27/09/2008,9.422222222,27/09/2008,23/08/2008,17/09/2008,23/08/2008,NA,27/09/2008,08/10/2008
43,2008,S,-9,CA1087,BX.RX|BX.MX,CA1086,NA,NA,M,M,yes,F,NA,no,NA,NA,MX.OX|LX.OX,2008-S--9,2008,2008,15/10/2008,21/12/2008,28/09/2008,28/09/2008,NA,NA,NA,NA,NA,NA,NA,NA,0,3,28/09/2008,08/11/2008,19/10/2008,NA,NA,28/09/2008,08/11/2008,28/09/2008,19/10/2008,28/09/2008,10.7,25.7,9,NA,NA,NA,NA,NA,NA,NA,NA,25.7,28/09/2008,14.53333333,28/09/2008,19/08/2008,13/09/2008,19/08/2008,NA,28/09/2008,21/12/2008
44,2008,S,1,CA1107,CA1104,CA1164,CA1165,CA1166,M,M,yes,F,F,yes,NA,NA,MX.OX|YX.WX,2008-S-1,2007,2007,24/09/2008,28/10/2008,25/09/2008,25/09/2008,HATCH,1676999,260326,3,3,15/09/2008,24/09/2008,05/10/2008,0,6,06/10/2008,07/11/2008,NA,NA,NA,06/10/2008,07/11/2008,10/10/2008,11/10/2008,05/10/2008,7.7,21.6,7.1,05/10/2008,7.6,21,8.2,05/10/2008,7.3,19.8,6.4,21.6,05/10/2008,5.422222222,05/10/2008,04/09/2008,29/09/2008,15/09/2008,-10.42222222,24/09/2008,07/11/2008
45,2008,S,11,CA1114,CA1110,CA1192,NA,NA,M,M,yes,F,F,yes,NA,NA,MX.OX|GX.WX,2008-S-11,2007,2007,28/09/2008,23/10/2008,29/09/2008,29/09/2008,HATCH,1677566,260140,1,3,18/09/2008,28/09/2008,07/10/2008,1,3,16/10/2008,21/10/2008,NA,NA,NA,08/10/2008,21/10/2008,08/10/2008,16/10/2008,08/10/2008,7.2,18.4,6.8,NA,NA,NA,NA,NA,NA,NA,NA,18.4,08/10/2008,-1.688888889,08/10/2008,13/09/2008,08/10/2008,18/09/2008,-5,28/09/2008,23/10/2008
46,2008,S,13,CA1178,CA2628,NA,NA,NA,M,M,yes,F,F,yes,NA,NA,MX.RX|LX.YX,2008-S-13,2008,2008,23/10/2008,04/11/2008,07/10/2008,15/10/2008,UNKNOWN,1677576,260179,NA,2,02/10/2008,04/10/2008,21/10/2008,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/10/2008,NA,07/10/2008,04/11/2008
47,2008,S,15,CA2603,CA2613,CA2646,CA2647,NA,M,NA,yes,F,F,yes,NA,NA,MX.RX|RX.RX,2008-S-15,2008,2008,NA,NA,11/10/2008,11/10/2008,HATCH,1675568,261769,3,3,01/10/2008,11/10/2008,23/10/2008,0,1,01/11/2008,01/11/2008,NA,NA,NA,01/11/2008,01/11/2008,NA,01/11/2008,21/10/2008,6.8,20.3,7.7,22/10/2008,6.7,20,7.4,NA,NA,NA,NA,20.3,21/10/2008,2.533333333,21/10/2008,23/09/2008,18/10/2008,01/10/2008,-7.533333333,11/10/2008,01/11/2008
48,2008,S,16,CA2617,CA2612,CA2618,CA2620,NA,M,NA,yes,F,NA,yes,NA,NA,MX.RX|WX.RX,2008-S-16,2008,2008,17/10/2008,27/10/2008,14/10/2008,14/10/2008,HATCH,1675775,261237,3,3,19/09/2008,13/10/2008,16/10/2008,0,3,18/10/2008,30/10/2008,NA,NA,NA,18/10/2008,30/10/2008,18/10/2008,27/10/2008,14/10/2008,6.1,17.5,6.1,14/10/2008,6.3,17.7,6.1,NA,NA,NA,NA,17.7,14/10/2008,-3.244444444,14/10/2008,19/09/2008,14/10/2008,19/09/2008,0,14/10/2008,30/10/2008
49,2008,S,18,CA2651,CA2645,CA2659,CA2660,NA,M,M,yes,F,F,yes,NA,NA,MX.RX|WX.BX,2008-S-18,2008,2008,NA,NA,24/10/2008,24/10/2008,HATCH,1678078,260195,3,3,14/10/2008,21/10/2008,08/11/2008,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/11/2008,7,14.7,8,07/11/2008,7.4,20.8,7.8,NA,NA,NA,NA,20.8,07/11/2008,3.644444444,07/11/2008,09/10/2008,03/11/2008,14/10/2008,-4.644444444,24/10/2008,24/10/2008
50,2008,S,19,CA1037,CA2652,NA,NA,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|GX.WX,2008-S-19,2007,2007,29/09/2008,30/11/2008,27/10/2008,27/10/2008,DESTROYED,1675462,261506,0,3,16/10/2008,21/10/2008,07/11/2008,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/10/2008,NA,29/09/2008,30/11/2008
51,2008,S,2,CA1047,CA1097,CA2609,NA,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|YX.RX,2008-S-2,2007,2007,24/09/2008,10/10/2008,12/10/2008,12/10/2008,NA,1676866,260378,NA,2,17/09/2008,24/09/2008,NA,2,5,19/10/2008,05/11/2008,07/11/2008,NA,NA,19/10/2008,07/11/2008,07/11/2008,NA,12/10/2008,7.2,20.4,5,NA,NA,NA,NA,NA,NA,NA,NA,20.4,12/10/2008,2.755555556,12/10/2008,14/09/2008,09/10/2008,17/09/2008,-2.755555556,24/09/2008,05/11/2008
52,2008,S,20,CA2656,CA1139,NA,NA,NA,M,M,yes,F,F,yes,NA,NA,MX.OX|RX.GX,2008-S-20,2008,2008,04/11/2008,13/11/2008,29/10/2008,29/10/2008,HATCH,1676480,260506,3,3,21/10/2008,23/10/2008,17/11/2008,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/10/2008,NA,29/10/2008,13/11/2008
53,2008,S,21,CA2649,CA2650,CA2674,CA2675,CA2676,M,M,yes,F,F,yes,NA,NA,MX.RX|YX.WX,2008-S-21,2008,2008,NA,NA,23/10/2008,23/10/2008,HATCH,1675620,261903,3,3,15/10/2008,23/10/2008,13/11/2008,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2008,7,20.3,7.6,13/11/2008,6.9,19.7,6.7,13/11/2008,7,20.4,7.3,20.4,13/11/2008,2.755555556,13/11/2008,16/10/2008,10/11/2008,15/10/2008,1.244444444,23/10/2008,23/10/2008
54,2008,S,22,CA2665,CA2664,CA2663,CA2677,NA,M,M,yes,F,F,yes,NA,NA,WX.MX|GX.GX,2008-S-22,2008,2008,NA,NA,11/11/2008,11/11/2008,HATCH,NA,NA,2,NA,18/10/2008,11/11/2008,16/11/2008,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2008,7.7,19.6,8.6,16/11/2008,8.7,20.3,5.1,NA,NA,NA,NA,20.3,16/11/2008,2.533333333,16/11/2008,19/10/2008,13/11/2008,18/10/2008,1.466666667,11/11/2008,11/11/2008
55,2008,S,23,CA2672,CA2671,CA2673,NA,NA,M,M,yes,F,F,yes,NA,NA,WX.MX|GX.RX,2008-S-23,2008,2008,NA,NA,11/11/2008,11/11/2008,HATCH,1672883,266234,1,NA,20/10/2008,13/11/2008,13/11/2008,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2008,7.3,21,6.1,NA,NA,NA,NA,NA,NA,NA,NA,21,11/11/2008,4.088888889,11/11/2008,12/10/2008,06/11/2008,20/10/2008,-7.088888889,11/11/2008,11/11/2008
56,2008,S,8,CA1147,CA1080,CA2602,CA2639,NA,M,M,yes,F,F,yes,NA,NA,MX.RX|GX.WX,2008-S-8,2008,2008,07/11/2008,07/11/2008,02/10/2008,02/10/2008,HATCH,1675979,260750,2,3,17/09/2008,26/09/2008,06/10/2008,0,4,19/10/2008,06/11/2008,NA,NA,NA,19/10/2008,06/11/2008,06/11/2008,NA,11/10/2008,8.8,21.6,6.3,20/10/2008,12.3,27.3,11,NA,NA,NA,NA,27.3,20/10/2008,18.08888889,20/10/2008,06/09/2008,01/10/2008,17/09/2008,-10.08888889,02/10/2008,07/11/2008
57,2009,C,1,CA1667,NA,NA,NA,NA,M,M,yes,F,NA,no,NA,NA,YX.MX|GX.GX,2009-C-1,2009,2009,NA,NA,17/10/2009,17/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2009,17/10/2009
58,2009,C,2,CA1665,CA1666,NA,NA,NA,M,M,yes,F,NA,yes,NA,NA,YX.MX|BX.BX,2009-C-2,2009,2009,NA,NA,17/10/2009,17/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2009,17/10/2009
59,2009,C,3,CA1668,CA1669,NA,NA,NA,M,M,yes,F,F,yes,NA,NA,YX.MX|LX.LX,2009-C-3,2009,2009,NA,NA,17/10/2009,17/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2009,17/10/2009
60,2009,S,-1,CA2698,NA,CA2699,CA2700,CA2701,M,M,yes,F,NA,no,NA,NA,MX.OX|RX.LX,2009-S--1,2009,2009,NA,NA,06/10/2009,06/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,0,1,06/10/2009,06/10/2009,NA,NA,NA,06/10/2009,06/10/2009,06/10/2009,NA,06/10/2009,5.9,19.5,6,06/10/2009,6.9,18.9,6,06/10/2009,6,19.6,5.2,19.6,06/10/2009,0.977777778,06/10/2009,10/09/2009,05/10/2009,10/09/2009,NA,06/10/2009,06/10/2009
61,2009,S,-11,CA1087,CA1181,CA3010,NA,NA,M,M,yes,F,F,yes,NA,NA,MX.OX|LX.OX,2009-S--11,2008,2008,NA,NA,31/10/2009,31/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,0,2,01/11/2009,14/11/2009,NA,NA,NA,01/11/2009,14/11/2009,14/11/2009,NA,31/10/2009,9.8,23,7.4,NA,NA,NA,NA,NA,NA,NA,NA,23,31/10/2009,8.533333333,31/10/2009,27/09/2009,22/10/2009,27/09/2009,NA,31/10/2009,14/11/2009
62,2009,S,-13,CA3026,NA,CA3027,CA3028,NA,M,NA,yes,F,NA,no,NA,NA,MX.BX|GX.BX,2009-S--13,2009,2009,NA,NA,05/11/2009,05/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,1,3,09/11/2009,18/11/2009,NA,NA,NA,07/11/2009,18/11/2009,18/11/2009,NA,05/11/2009,12.1,26.2,13,05/11/2009,11.1,25.1,11,NA,NA,NA,NA,26.2,05/11/2009,15.64444444,05/11/2009,25/09/2009,20/10/2009,25/09/2009,NA,05/11/2009,18/11/2009
63,2009,S,-14,CA3034,NA,CA3035,NA,NA,M,NA,yes,F,NA,no,NA,NA,MX.BX|GX.LX,2009-S--14,2009,2009,NA,NA,07/11/2009,07/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/11/2009,9,22.9,7,NA,NA,NA,NA,NA,NA,NA,NA,22.9,07/11/2009,8.311111111,07/11/2009,04/10/2009,29/10/2009,04/10/2009,NA,07/11/2009,07/11/2009
64,2009,S,-2,CA1142,CA2705,CA2706,CA2707,NA,M,M,yes,F,F,yes,NA,NA,MX.OX|LX.YX,2009-S--2,2008,2008,NA,NA,11/10/2009,11/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,0,4,11/10/2009,03/11/2009,NA,NA,NA,11/10/2009,03/11/2009,03/11/2009,NA,11/10/2009,6.5,19.7,6.6,11/10/2009,7.8,21.9,6.2,NA,NA,NA,NA,21.9,11/10/2009,6.088888889,11/10/2009,09/09/2009,04/10/2009,09/09/2009,NA,11/10/2009,03/11/2009
65,2009,S,-7,CA1675,CA1604,CA2724,CA2725,CA2726,M,M,yes,F,F,yes,NA,NA,MX.BX|BX.LX,2009-S--7,2009,2009,NA,NA,20/10/2009,20/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20/10/2009,20/10/2009,NA,NA,NA,20/10/2009,20/10/2009,20/10/2009,NA,20/10/2009,8.6,23.2,11,20/10/2009,7.8,22.3,10,20/10/2009,6.5,20,8,23.2,20/10/2009,8.977777778,20/10/2009,16/09/2009,11/10/2009,16/09/2009,NA,20/10/2009,20/10/2009
66,2009,S,-8,CA1119,CA1063,CA1686,NA,NA,M,NA,yes,F,F,yes,NA,NA,MX.OX|GX.LX,2009-S--8,2007,2007,NA,NA,22/10/2009,22/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,0,3,22/10/2009,16/11/2009,NA,NA,NA,22/10/2009,16/11/2009,16/11/2009,NA,22/10/2009,9.2,22.5,10,NA,NA,NA,NA,NA,NA,NA,NA,22.5,22/10/2009,7.422222222,22/10/2009,19/09/2009,14/10/2009,19/09/2009,NA,22/10/2009,16/11/2009
67,2009,S,-9,CA1037,NA,CA2731,NA,NA,M,M,yes,F,NA,no,NA,NA,BX.MX|GX.WX,2009-S--9,2007,2007,NA,NA,07/10/2009,24/10/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/10/2009,11.4,28.1,17,NA,NA,NA,NA,NA,NA,NA,NA,28.1,24/10/2009,19.86666667,24/10/2009,09/09/2009,04/10/2009,09/09/2009,NA,07/10/2009,24/10/2009
68,2009,S,10,CA1638,CA1629,CA2718,NA,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|YX.GX,2009-S-10,2009,2009,NA,NA,06/10/2009,06/10/2009,HATCH,1676002,260725,1,2,23/09/2009,26/09/2009,17/10/2009,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2009,5.2,21,6.8,NA,NA,NA,NA,NA,NA,NA,NA,21,17/10/2009,4.088888889,17/10/2009,17/09/2009,12/10/2009,23/09/2009,-5.088888889,06/10/2009,06/10/2009
69,2009,S,101,CA1619,CA1620,CA1648,CA1650,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|RX.BX,2009-S-101,2009,2009,NA,NA,24/09/2009,24/09/2009,HATCH,1677608,260142,2,2,NA,14/09/2009,11/10/2009,6,7,15/10/2009,15/10/2009,18/10/2009,15/10/2009,18/10/2009,15/10/2009,13/11/2009,13/11/2009,NA,10/10/2009,7,19,7.9,11/10/2009,7.3,19.3,8.3,NA,NA,NA,NA,19.3,11/10/2009,0.311111111,11/10/2009,15/09/2009,10/10/2009,15/09/2009,NA,24/09/2009,15/10/2009
70,2009,S,106,CA1626,CA2692,NA,NA,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|OX.LX,2009-S-106,2009,2009,NA,NA,01/10/2009,01/10/2009,DISAPPEARED,1676220,260648,0,2,22/09/2009,26/09/2009,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/09/2009,NA,01/10/2009,01/10/2009
71,2009,S,107,CA1639,CA2629,CA1653,CA2708,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|RX.OX,2009-S-107,2009,2009,NA,NA,06/10/2009,16/11/2009,HATCH,1676315,260513,2,2,21/09/2009,26/09/2009,15/10/2009,0,1,15/10/2009,15/10/2009,NA,NA,NA,15/10/2009,15/10/2009,15/10/2009,NA,13/10/2009,7.2,18.3,8.8,15/10/2009,5.9,20.4,5.7,NA,NA,NA,NA,20.4,15/10/2009,2.755555556,15/10/2009,17/09/2009,12/10/2009,21/09/2009,-3.755555556,06/10/2009,16/11/2009
72,2009,S,108,CA1152,CA2691,CA1679,NA,NA,M,M,yes,F,F,yes,NA,NA,MX.RX|OX.BX,2009-S-108,2008,2008,NA,NA,04/10/2009,04/10/2009,HATCH,1675966,260743,1,3,26/09/2009,27/09/2009,20/10/2009,0,1,03/11/2009,03/11/2009,NA,NA,NA,03/11/2009,03/11/2009,03/11/2009,NA,20/10/2009,7.5,19.6,9,NA,NA,NA,NA,NA,NA,NA,NA,19.6,20/10/2009,0.977777778,20/10/2009,24/09/2009,19/10/2009,26/09/2009,-1.977777778,04/10/2009,03/11/2009
73,2009,S,109,CA1633,CA1153,CA1694,CA2730,CA3002,M,M,yes,F,F,yes,NA,NA,BX.MX|WX.GX,2009-S-109,2009,2009,NA,NA,04/10/2009,08/10/2009,HATCH,1676197,260537,3,3,29/09/2009,27/09/2009,25/10/2009,0,2,29/10/2009,14/11/2009,NA,NA,NA,29/10/2009,14/11/2009,14/11/2009,NA,23/10/2009,7.3,20.8,6.8,24/10/2009,6.7,19.4,7.5,25/10/2009,6.8,19,7,20.8,23/10/2009,3.644444444,23/10/2009,24/09/2009,19/10/2009,29/09/2009,-4.644444444,04/10/2009,14/11/2009
74,2009,S,11,CA1047,CA1097,CA3001,NA,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|YX.RX,2009-S-11,2007,2007,NA,NA,13/10/2009,13/10/2009,HATCH,1676886,260360,1,3,02/10/2009,28/09/2009,25/10/2009,0,1,16/11/2009,16/11/2009,NA,NA,NA,16/11/2009,16/11/2009,16/11/2009,NA,25/10/2009,7.3,19.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,19.7,25/10/2009,1.2,25/10/2009,28/09/2009,23/10/2009,02/10/2009,-3.2,13/10/2009,16/11/2009
75,2009,S,110,CA1059,CA1058,CA1671,CA2721,CA1676,M,M,yes,F,F,yes,NA,NA,MX.RX|BX.RX,2009-S-110,2007,2007,NA,NA,01/10/2009,01/10/2009,HATCH,1676225,260513,3,3,26/09/2009,27/09/2009,20/10/2009,1,2,26/10/2009,26/10/2009,16/11/2009,NA,NA,26/10/2009,16/11/2009,16/11/2009,NA,19/10/2009,7.5,19.2,7.1,19/10/2009,6,19.7,6.8,20/10/2009,7.6,18.5,8.5,19.7,19/10/2009,1.2,19/10/2009,22/09/2009,17/10/2009,26/09/2009,-3.2,01/10/2009,26/10/2009
76,2009,S,111,CA1630,CA1636,CA1699,CA2728,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|BX.RX,2009-S-111,2009,2009,24/10/2009,24/10/2009,04/10/2009,04/10/2009,HATCH,1676594,260487,2,2,26/09/2009,28/09/2009,NA,0,1,26/10/2009,26/10/2009,NA,NA,NA,26/10/2009,26/10/2009,26/10/2009,NA,24/10/2009,6.4,18.6,6.4,24/10/2009,7,19.2,7.3,NA,NA,NA,NA,19.2,24/10/2009,0.088888889,24/10/2009,28/09/2009,23/10/2009,26/09/2009,2.911111111,04/10/2009,26/10/2009
77,2009,S,114,CA2702,CA1637,CA1684,CA1689,NA,M,M,yes,F,F,yes,NA,NA,MX.OX|RX.WX,2009-S-114,2009,2009,NA,NA,07/10/2009,07/10/2009,HATCH,1676844,261305,3,2,28/09/2009,29/09/2009,23/10/2009,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/10/2009,7,18,6.2,23/10/2009,7.1,19.8,6.5,NA,NA,NA,NA,19.8,23/10/2009,1.422222222,23/10/2009,26/09/2009,21/10/2009,28/09/2009,-1.422222222,07/10/2009,07/10/2009
78,2009,S,115,CA2695,NA,NA,NA,NA,M,M,yes,F,NA,no,NA,NA,MX.OX|OX.LX,2009-S-115,2009,2009,NA,NA,04/10/2009,07/10/2009,DISAPPEARED,1676974,261273,0,3,27/09/2009,29/09/2009,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/09/2009,NA,04/10/2009,07/10/2009
79,2009,S,116,CA1147,CA1080,CA1691,NA,NA,M,M,yes,F,F,yes,NA,NA,MX.RX|GX.WX,2009-S-116,2008,2008,NA,NA,12/10/2009,12/10/2009,HATCH,1675996,260776,1,3,28/09/2009,29/09/2009,23/10/2009,0,1,01/11/2009,01/11/2009,NA,NA,NA,01/11/2009,01/11/2009,01/11/2009,NA,23/10/2009,6.7,19.3,6,NA,NA,NA,NA,NA,NA,NA,NA,19.3,23/10/2009,0.311111111,23/10/2009,27/09/2009,22/10/2009,28/09/2009,-0.311111111,12/10/2009,01/11/2009
80,2009,S,117,CA1107,CA1104,NA,NA,NA,M,M,no,F,F,no,"Not in captures, info of colour rings in Tamas's file",NA,MX.OX|YX.WX,2009-S-117,2007,2007,NA,NA,NA,NA,DISAPPEARED,1677448,260764,0,3,29/09/2009,30/09/2009,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/09/2009,NA,NA,NA
81,2009,S,119,CA2666,CA2667,CA1685,CA1695,NA,M,M,yes,F,F,yes,NA,NA,MX.OX|WX.GX,2009-S-119,2008,2008,NA,NA,10/10/2009,10/10/2009,HATCH,1675485,261504,3,3,29/09/2009,02/10/2009,23/10/2009,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/10/2009,7,18.7,6.2,23/10/2009,7,19.5,6.2,NA,NA,NA,NA,19.5,23/10/2009,0.755555556,23/10/2009,27/09/2009,22/10/2009,29/09/2009,-1.755555556,10/10/2009,10/10/2009
82,2009,S,12,CA1635,CA1136,CA1658,NA,NA,M,M,yes,F,F,yes,NA,NA,BX.MX|OX.YX,2009-S-12,2009,2009,NA,NA,05/10/2009,05/10/2009,HATCH,1676403,260522,1,2,23/09/2009,29/09/2009,16/10/2009,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/10/2009,7.5,20.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,20.8,16/10/2009,3.644444444,16/10/2009,17/09/2009,12/10/2009,23/09/2009,-5.644444444,05/10/2009,05/10/2009
